FirstName,LastName,StudentID,Gender,Age,Department,Attendance,Midterm,Assignment,Project,Final,GPA,Grade,study_hours_per_week,total_score,participation_in_class,participation_score,quizzes_avg
Maria,Johnson,STU04412,Male,18,Physics,78.09,94.46,88.58,99.51,79.92,3.62,A+,23.3,90.62,Medium,65,83.75
Emma,Patel,STU04413,Female,19,Business,90.19,67.94,90.42,70.06,91.85,3.2,A,8.3,80.07,Low,44,96.48
Simran,Jones,STU04414,Male,18,Physics,61.58,93.23,40.07,80.27,61.72,2.75,C,33.7,68.82,Low,26,87.13
Divya,Yadav,STU04415,Male,19,Mathematics,95.47,44.4,98.59,40.34,78.27,2.62,C,30.8,65.4,High,80,99.72
Simran,Sharma,STU04416,Male,20,Business,91.78,52.85,43.35,85.92,45.8,2.28,D,20.1,56.98,Medium,68,50.94
Emma,Smith,STU04417,Female,22,CS,92.84,49.96,97.46,92.98,77.1,3.18,B,19.0,79.38,Medium,77,57.4
Neha,Davis,STU04418,Female,22,Commerce,63.21,45.61,56.25,83.3,59.91,2.45,C,20.4,61.27,Medium,79,52.41
Neha,Jones,STU04419,Female,23,AI & ML,80.35,49.33,86.41,87.31,79.81,3.03,B,12.5,75.72,Low,43,43.87
Aman,Singh,STU04420,Female,22,CS,91.76,56.3,72.95,79.95,80.15,2.89,B,33.1,72.34,Medium,77,90.28
Divya,Johnson,STU04421,Female,20,AI & ML,57.83,60.7,54.83,80.81,62.08,2.58,C,7.6,64.61,Medium,72,50.21
Divya,Yadav,STU04422,Male,22,AI & ML,55.47,79.03,40.61,52.65,52.2,2.24,D,34.8,56.12,Medium,60,88.99
Simran,Verma,STU04423,Male,20,Engineering,99.61,84.95,94.73,53.25,52.72,2.86,B,22.9,71.41,Medium,69,57.13
Kabir,Sharma,STU04424,Female,22,Physics,79.34,96.42,84.28,91.22,85.24,3.57,A,24.4,89.29,Medium,78,46.08
Emma,Singh,STU04425,Female,20,Mathematics,69.9,37.91,90.78,69.85,36.05,2.35,D,16.9,58.65,Medium,72,58.98
Kabir,Brown,STU04426,Male,22,Engineering,61.55,91.38,97.15,54.14,76.56,3.19,B,34.2,79.81,High,95,40.0
Rohit,Singh,STU04427,Female,21,Physics,51.85,94.3,58.25,97.35,63.39,3.13,B,18.3,78.32,High,88,82.83
Rohit,Sharma,STU04428,Female,23,Business,70.46,47.27,95.37,66.54,50.2,2.59,C,32.2,64.84,Low,23,98.98
Kabir,Singh,STU04429,Female,24,AI & ML,65.96,49.35,79.59,76.38,62.79,2.68,C,7.3,67.03,High,89,58.77
Rahul,Sharma,STU04430,Male,24,Commerce,91.56,43.78,89.33,78.79,81.92,2.94,B,14.8,73.46,High,98,86.98
Emma,Patel,STU04431,Male,18,CS,81.31,96.06,64.07,70.91,73.2,3.04,B,30.4,76.06,High,92,95.27
Rahul,Johnson,STU04432,Male,24,CS,69.13,96.42,77.27,83.43,93.87,3.51,A,31.1,87.75,Low,38,85.84
Sara,Williams,STU04433,Male,18,Physics,57.08,71.59,48.27,58.97,97.32,2.76,C,13.1,69.04,High,96,91.58
Neha,Yadav,STU04434,Female,22,Physics,91.99,42.37,48.84,94.33,41.59,2.27,D,17.3,56.78,Medium,64,70.79
Pooja,Jones,STU04435,Female,23,Mathematics,56.19,86.71,74.25,97.79,74.72,3.33,A,14.0,83.37,High,90,76.26
Emma,Davis,STU04436,Female,20,Engineering,57.17,35.56,54.88,51.93,40.86,1.83,F,9.6,45.81,Low,43,82.49
Aman,Brown,STU04437,Male,20,Engineering,79.59,50.89,48.84,73.15,62.81,2.36,D,18.7,58.92,High,92,83.11
Deepa,Singh,STU04438,Male,18,Engineering,93.75,73.08,84.63,88.88,97.23,3.44,A,6.7,85.95,High,98,65.27
Deepa,Kumar,STU04439,Male,19,Physics,64.53,79.27,74.28,93.48,73.1,3.2,A,21.8,80.03,High,90,76.86
Rohit,Williams,STU04440,Male,18,Engineering,88.33,59.08,62.87,83.93,55.79,2.62,C,30.2,65.42,High,90,43.9
Raj,Johnson,STU04441,Female,19,Physics,63.49,80.75,86.66,53.29,50.83,2.72,C,10.0,67.88,High,87,93.08
Sara,Williams,STU04442,Female,19,Business,98.91,46.48,58.11,53.47,58.39,2.16,D,26.1,54.11,Low,38,76.61
Divya,Jones,STU04443,Male,21,CS,75.27,58.6,68.15,73.43,38.02,2.38,D,33.5,59.55,Medium,78,72.29
John,Singh,STU04444,Male,23,Commerce,64.5,47.76,71.64,54.9,59.04,2.33,D,11.5,58.34,Medium,51,84.13
Raj,Verma,STU04445,Female,21,Physics,86.97,80.75,54.12,83.58,91.52,3.1,B,14.1,77.49,High,99,78.28
Isha,Jones,STU04446,Female,20,Engineering,99.72,53.01,79.71,69.7,76.04,2.78,C,21.9,69.62,Low,20,78.14
Neha,Brown,STU04447,Female,23,CS,84.99,91.03,58.49,86.2,37.87,2.74,C,10.8,68.4,Medium,56,62.85
Sara,Davis,STU04448,Male,24,Physics,84.96,44.81,59.11,77.8,50.35,2.32,D,14.0,58.02,Medium,64,59.65
Neha,Smith,STU04449,Male,18,AI & ML,63.66,35.55,47.8,43.97,56.98,1.84,F,6.0,46.07,High,100,80.94
Karan,Davis,STU04450,Male,23,Business,90.49,55.46,57.56,41.08,95.55,2.5,C,14.5,62.41,Medium,78,79.11
Anjali,Singh,STU04451,Female,21,AI & ML,97.97,42.19,67.22,95.44,85.27,2.9,B,20.2,72.53,Medium,69,98.41
Rakesh,Verma,STU04452,Female,20,CS,84.17,80.94,87.03,92.45,80.87,3.41,A,24.0,85.32,High,84,45.51
John,Davis,STU04453,Male,22,Business,66.19,93.49,45.64,72.72,71.42,2.83,B,25.4,70.82,High,89,99.86
Rohit,Yadav,STU04454,Male,18,Physics,71.89,54.51,74.91,82.94,76.94,2.89,B,17.2,72.32,High,91,94.19
Deepa,Singh,STU04455,Male,22,AI & ML,91.65,95.9,89.56,80.25,73.05,3.39,A,29.7,84.69,Low,20,83.33
Rohit,Yadav,STU04456,Male,21,Engineering,93.04,47.6,78.59,78.88,90.15,2.95,B,11.7,73.81,Medium,63,85.76
Ravi,Williams,STU04457,Male,19,CS,84.97,62.28,55.58,73.9,58.98,2.51,C,29.7,62.68,High,90,72.18
Meera,Williams,STU04458,Male,21,Commerce,98.86,76.04,75.09,77.05,46.06,2.74,C,12.1,68.56,Medium,51,99.43
Sara,Verma,STU04459,Female,20,Business,94.9,97.5,73.64,69.32,53.37,2.94,B,29.4,73.46,High,91,91.45
Ahmed,Sharma,STU04460,Male,21,AI & ML,73.73,62.23,70.45,50.86,75.21,2.59,C,20.6,64.69,Low,45,78.81
Simran,Singh,STU04461,Female,23,Business,92.32,91.5,68.97,68.24,92.55,3.21,A,18.0,80.31,Medium,73,94.49
Deepa,Kumar,STU04462,Female,22,Commerce,95.42,88.55,64.87,80.23,64.95,2.99,B,10.4,74.65,High,100,60.49
Sara,Verma,STU04463,Female,20,Physics,86.57,94.67,85.62,69.97,86.48,3.37,A,30.8,84.19,Medium,55,45.14
Meera,Patel,STU04464,Female,19,Engineering,74.77,53.03,46.08,60.33,72.73,2.32,D,15.1,58.04,Low,20,76.09
Rakesh,Singh,STU04465,Female,18,Mathematics,92.3,39.77,73.04,83.52,40.09,2.36,D,19.0,59.1,Medium,55,95.41
Imran,Kumar,STU04466,Female,24,Commerce,72.77,53.15,97.91,47.52,54.05,2.53,C,30.1,63.16,High,98,76.42
Rohit,Smith,STU04467,Female,23,Engineering,64.07,87.87,54.32,70.58,42.06,2.55,C,19.6,63.71,Medium,55,64.42
Sneha,Yadav,STU04468,Female,19,Engineering,91.36,86.95,54.38,49.54,65.73,2.57,C,26.7,64.15,Medium,62,75.64
Omar,Smith,STU04469,Female,18,Business,61.35,38.29,55.34,89.22,96.63,2.79,C,22.6,69.87,Low,28,84.67
Priya,Verma,STU04470,Male,20,Physics,51.48,60.26,84.74,74.37,56.27,2.76,C,5.8,68.91,High,81,74.96
Raj,Sharma,STU04471,Female,18,Commerce,86.72,36.49,76.6,81.07,99.37,2.94,B,11.6,73.38,Low,38,78.75
Pooja,Jones,STU04472,Male,22,Commerce,73.58,41.2,88.95,56.53,42.68,2.29,D,13.4,57.34,Medium,55,53.21
Maria,Kumar,STU04473,Male,18,Mathematics,62.18,51.26,44.47,82.21,51.46,2.29,D,33.3,57.35,Low,31,53.64
Pooja,Davis,STU04474,Female,22,Physics,99.87,50.14,63.28,69.44,50.07,2.33,D,33.2,58.23,Medium,55,92.28
Maria,Johnson,STU04475,Female,20,Engineering,80.89,97.96,56.93,43.54,47.92,2.46,C,6.7,61.59,Medium,69,88.19
Isha,Kumar,STU04476,Male,19,AI & ML,51.3,53.25,45.6,70.22,54.92,2.24,D,24.0,56.0,Low,21,82.46
Maria,Williams,STU04477,Male,21,Mathematics,62.68,75.67,69.08,96.14,84.37,3.25,A,34.4,81.31,High,96,90.77
Simran,Williams,STU04478,Female,21,Business,56.76,81.92,81.59,94.42,70.05,3.28,A,35.0,82.0,Medium,68,96.68
Imran,Patel,STU04479,Male,18,Mathematics,85.8,68.29,73.32,47.32,62.45,2.51,C,17.6,62.84,Medium,65,40.42
Kabir,Brown,STU04480,Female,19,Commerce,86.47,41.92,51.08,51.26,78.25,2.23,D,26.1,55.63,Medium,77,89.39
Priya,Patel,STU04481,Female,18,Mathematics,54.93,65.58,57.95,71.91,84.62,2.8,B,6.9,70.02,Medium,59,43.34
Simran,Singh,STU04482,Female,18,Commerce,78.41,90.13,73.16,59.98,66.82,2.9,B,29.8,72.52,Medium,67,62.55
Rohit,Johnson,STU04483,Female,19,Commerce,65.29,78.49,40.54,97.16,71.47,2.88,B,14.4,71.91,Medium,78,77.27
John,Jones,STU04484,Female,19,Mathematics,81,94.97,77.27,83.3,65.82,3.21,A,7.6,80.34,Low,25,57.69
Kabir,Williams,STU04485,Female,22,Mathematics,57.44,48.98,83.44,99.65,50.3,2.82,B,21.6,70.59,Medium,74,58.99
Sara,Yadav,STU04486,Female,24,CS,55.21,43.27,55.26,89.77,94.58,2.83,B,31.6,70.72,High,89,81.33
Maria,Yadav,STU04487,Female,22,AI & ML,62.05,57.9,94.13,68.76,36.44,2.57,C,31.8,64.31,Medium,51,63.42
Karan,Smith,STU04488,Female,21,AI & ML,77.99,65.96,69.21,67.46,37.19,2.4,D,28.2,59.95,Medium,60,44.29
Simran,Sharma,STU04489,Male,18,CS,69.13,57.63,52.59,51.56,50.41,2.12,D,21.5,53.05,Medium,56,53.02
Rohit,Patel,STU04490,Female,18,Physics,51.17,83.8,85.22,80.25,99.69,3.49,A,7.2,87.24,Medium,69,82.26
Deepa,Sharma,STU04491,Male,18,Mathematics,53.05,71.82,45.86,88.91,95.29,3.02,B,21.5,75.47,Medium,71,84.35
Rakesh,Kumar,STU04492,Female,18,CS,62.62,61.98,96.93,90.7,44.83,2.94,B,10.9,73.61,Medium,74,47.85
Liam,Patel,STU04493,Female,21,Engineering,64.4,73.68,40.95,81.03,93.89,2.9,B,15.3,72.39,High,97,79.0
Kabir,Singh,STU04494,Female,23,Commerce,62.36,58.67,40.19,44.64,75.82,2.19,D,20.4,54.83,Medium,58,50.26
Rohit,Smith,STU04495,Male,20,CS,74.18,45.32,79.53,87.14,100,3.12,B,19.1,78.0,Medium,52,48.84
Deepa,Brown,STU04496,Female,21,Commerce,62.34,85.66,81.62,78.19,41.39,2.87,B,6.4,71.72,Medium,78,88.74
John,Williams,STU04497,Male,21,CS,56.79,58.73,43.53,49.8,96.43,2.48,C,21.3,62.12,Medium,64,45.91
Emma,Yadav,STU04498,Female,23,AI & ML,83.31,68.76,92,91.51,64.17,3.16,B,18.8,79.11,High,94,88.28
Liam,Williams,STU04499,Male,20,Physics,95.85,53.01,40.11,57.39,49.2,2,F,17.5,49.93,Medium,53,40.11
Priya,Patel,STU04500,Female,22,Engineering,67.09,87.88,76.1,74.53,45.28,2.84,B,7.9,70.95,Medium,56,42.59
Sara,Smith,STU04501,Male,21,AI & ML,62.74,80.08,52.5,92.69,61.89,2.87,B,24.6,71.79,High,89,71.51
Deepa,Kumar,STU04502,Female,20,CS,89.18,80.17,85.74,45.65,52.25,2.64,C,22.9,65.95,Medium,66,47.28
Sara,Verma,STU04503,Male,22,AI & ML,77.17,92.45,57.81,51.8,71.51,2.74,C,7.4,68.39,High,88,81.19
Ravi,Smith,STU04504,Female,20,Commerce,55.76,64.83,87.91,41.62,77.72,2.72,C,25.5,68.02,High,85,73.95
Omar,Smith,STU04505,Female,19,Physics,95.07,53.41,84.08,48.54,63.41,2.49,C,5.7,62.36,High,96,98.39
Simran,Smith,STU04506,Male,20,Physics,88.67,90.96,81.64,41.29,35.91,2.5,C,23.0,62.45,Low,24,74.5
Imran,Davis,STU04507,Female,22,CS,92.38,75.48,49.31,98.01,68.71,2.92,B,23.3,72.88,Low,49,52.99
Maria,Yadav,STU04508,Female,24,Commerce,53.95,72.67,68.45,82.26,54.72,2.78,C,25.8,69.53,Medium,72,79.68
Emma,Kumar,STU04509,Male,21,Physics,60.25,57.05,76.33,64.01,71.12,2.69,C,14.7,67.13,Low,49,75.83
Divya,Singh,STU04510,Female,22,Commerce,86.02,37.5,93.96,91.28,74.17,2.97,B,24.0,74.23,High,89,99.7
Emma,Kumar,STU04511,Female,18,Physics,79.18,77.29,98.45,48.82,37.64,2.62,C,7.5,65.55,High,96,72.63
Rohit,Brown,STU04512,Female,23,Mathematics,90.08,46.74,86.47,56.18,84.09,2.73,C,15.5,68.37,Medium,61,95.92
Emma,Williams,STU04513,Male,23,Mathematics,50.87,73.28,70.14,83.61,48.9,2.76,C,27.8,68.98,Medium,72,50.48
Anjali,Patel,STU04514,Male,21,CS,92.36,86.56,65.88,78.5,45.23,2.76,C,12.2,69.04,Low,47,79.21
Omar,Verma,STU04515,Male,23,Physics,56.04,74.96,69.93,95.97,59.26,3,B,33.4,75.03,High,98,58.77
Sneha,Yadav,STU04516,Female,23,Physics,51.32,50.12,83.14,40.23,43.29,2.17,D,21.2,54.19,Medium,53,76.13
Maria,Sharma,STU04517,Female,24,Physics,91.79,63.71,81.69,47.65,97.73,2.91,B,22.6,72.7,Low,49,77.85
Maria,Johnson,STU04518,Male,20,CS,84.81,80.61,81.59,95.83,90.85,3.49,A,25.1,87.22,Medium,70,57.47
Rohit,Patel,STU04519,Female,21,Mathematics,99.1,82.92,61.47,43.31,41.43,2.29,D,22.8,57.28,High,90,56.18
Divya,Verma,STU04520,Male,18,Engineering,65.41,83.44,49.44,50.15,85.08,2.68,C,6.3,67.03,Medium,62,85.71
Anjali,Jones,STU04521,Male,24,Engineering,74.61,36.33,77.9,90.36,66.2,2.71,C,18.3,67.7,High,82,77.75
Sara,Sharma,STU04522,Female,24,Commerce,64.37,90.62,56.57,58.65,54.54,2.6,C,33.1,65.09,Low,42,92.69
Isha,Verma,STU04523,Female,24,Business,50.11,69.25,97.01,82.24,44.32,2.93,B,26.9,73.2,High,86,88.78
Liam,Davis,STU04524,Female,21,Mathematics,89.22,72.27,72.14,71.59,90.68,3.07,B,33.6,76.67,Medium,71,72.97
Omar,Sharma,STU04525,Female,23,Engineering,94.76,48.94,85.61,50.93,53.07,2.39,D,17.5,59.64,High,98,74.8
Sara,Yadav,STU04526,Female,18,Engineering,95.96,54.29,82.79,61.55,95.26,2.94,B,5.8,73.47,Medium,64,79.89
Ravi,Yadav,STU04527,Female,18,Business,68,86.59,58.73,96.42,64.25,3.06,B,30.1,76.5,Medium,65,85.95
Imran,Jones,STU04528,Female,20,Mathematics,90.94,89.39,97.07,41.33,79.68,3.07,B,28.7,76.87,Medium,75,72.25
Kabir,Johnson,STU04529,Male,24,CS,73.38,47.32,67.28,69.9,62.95,2.47,C,29.7,61.86,Medium,78,83.32
Isha,Yadav,STU04530,Female,19,CS,54.82,84.6,67.94,66.01,50.61,2.69,C,6.1,67.29,Medium,61,97.23
Maria,Sharma,STU04531,Male,23,Business,69.36,77.66,43.82,45.95,50.68,2.18,D,12.8,54.53,Medium,70,65.31
Ahmed,Williams,STU04532,Male,23,Physics,99.4,65.28,46.81,68.07,70.28,2.5,C,19.0,62.61,Medium,72,73.1
Pooja,Kumar,STU04533,Female,24,Physics,78.9,55.27,82.56,98.56,67.86,3.04,B,7.6,76.06,Low,41,85.12
Anjali,Verma,STU04534,Male,19,Mathematics,56.34,74.47,72.39,79.64,64.68,2.91,B,33.7,72.8,Medium,61,74.56
Imran,Davis,STU04535,Male,18,CS,54.81,90.02,89.66,69.13,90.21,3.39,A,27.7,84.75,High,89,58.67
Ravi,Patel,STU04536,Male,20,Physics,94.6,83.34,59.68,86.95,43.76,2.74,C,17.6,68.43,Medium,60,74.47
Omar,Verma,STU04537,Male,18,Physics,97.94,79.84,72.46,63.41,94.75,3.1,B,28.1,77.62,Medium,64,97.98
Neha,Brown,STU04538,Male,20,Engineering,50.44,87.69,57.95,51.71,87.47,2.85,B,12.1,71.2,High,83,64.32
Ali,Williams,STU04539,Male,23,AI & ML,59.2,99.68,86.28,63.29,50.51,3,B,27.0,74.94,High,88,89.04
Rahul,Smith,STU04540,Male,19,AI & ML,85.24,57.92,45.18,97.31,89.75,2.9,B,27.2,72.54,High,92,58.02
Deepa,Yadav,STU04541,Female,18,Business,95.76,71.46,97.79,93.6,54.88,3.18,B,27.4,79.43,Low,38,86.89
Priya,Verma,STU04542,Male,20,Business,99.87,43.45,98.35,68.48,58.45,2.69,C,29.2,67.18,Medium,58,89.5
Pooja,Singh,STU04543,Female,23,Mathematics,71.76,67.1,82.92,80.75,82.47,3.13,B,17.0,78.31,High,91,65.65
Neha,Patel,STU04544,Female,21,Business,53.97,69.31,64.08,96.04,42.4,2.72,C,11.6,67.96,Medium,63,62.24
Pooja,Kumar,STU04545,Female,18,Mathematics,59.27,68.61,89.64,90.59,60.23,3.09,B,25.5,77.27,Medium,65,92.44
Emma,Singh,STU04546,Female,19,AI & ML,88.24,85.11,84.66,90.72,78.64,3.39,A,19.2,84.78,Medium,78,53.67
Divya,Verma,STU04547,Male,21,AI & ML,58.51,85.89,45.18,72.12,72.06,2.75,C,20.4,68.81,High,96,41.27
Karan,Singh,STU04548,Male,23,CS,68.44,88.8,74.97,44.14,78.44,2.86,B,7.3,71.59,Low,26,84.35
Arjun,Brown,STU04549,Female,19,Engineering,60.88,89.13,90.17,91.82,38.73,3.1,B,12.3,77.46,Low,26,55.17
Maria,Smith,STU04550,Male,22,Engineering,96.79,60.1,57.4,76.77,91.96,2.86,B,8.3,71.56,Medium,62,75.66
Ahmed,Jones,STU04551,Male,19,AI & ML,70.56,61.96,46.84,83.15,78.36,2.7,C,11.7,67.58,Low,22,42.41
Neha,Verma,STU04552,Female,24,Business,79.53,90.77,73.98,47.98,35.69,2.48,C,13.7,62.1,Medium,76,79.76
Rakesh,Smith,STU04553,Female,22,Physics,86.49,77.57,96.6,42.98,83.19,3,B,25.6,75.08,Medium,56,66.56
Sara,Brown,STU04554,Male,20,Business,73.24,64.46,57.19,95.25,82.41,2.99,B,32.0,74.83,Medium,60,63.89
Rohit,Singh,STU04555,Female,24,Mathematics,99.32,50.78,57.45,44.52,96.31,2.49,C,32.4,62.27,High,89,53.78
Kabir,Jones,STU04556,Male,23,Business,52.03,85.51,69.76,67.82,71.3,2.94,B,34.2,73.6,High,84,65.95
Rohit,Williams,STU04557,Male,24,Commerce,99.24,73.81,41.14,56.57,57.03,2.29,D,27.8,57.14,Medium,51,58.38
Aman,Jones,STU04558,Female,19,AI & ML,89.78,53.52,48.74,96.75,54.83,2.54,C,15.5,63.46,Medium,56,82.7
Emma,Brown,STU04559,Female,24,Commerce,72.82,63.54,99.49,77.31,52.34,2.93,B,29.6,73.17,Medium,54,72.19
Raj,Williams,STU04560,Female,20,Commerce,68.16,52.79,58.38,59.9,74.09,2.45,C,21.5,61.29,High,81,88.38
Rakesh,Brown,STU04561,Female,23,Business,83.06,49.86,85.56,56.03,63.35,2.55,C,25.7,63.7,Low,48,61.3
Karan,Verma,STU04562,Female,20,Business,57.73,42.72,85.68,73.84,93.16,2.95,B,5.5,73.85,Medium,52,67.33
Maria,Brown,STU04563,Male,24,Business,66.06,98.72,72.13,53.4,84.08,3.08,B,25.0,77.08,Medium,53,81.32
Sneha,Singh,STU04564,Male,22,Commerce,77.19,92.36,48.36,66.94,46.2,2.54,C,18.3,63.47,High,93,74.03
Raj,Sharma,STU04565,Female,21,Commerce,56.54,39.14,65.16,65.13,83.13,2.53,C,27.9,63.14,Medium,53,82.7
Anjali,Brown,STU04566,Female,19,AI & ML,76.03,58.85,83.74,83.5,90.25,3.16,B,10.9,79.09,Low,34,73.39
Kabir,Patel,STU04567,Female,21,AI & ML,81.65,86.1,67.89,98.55,93.66,3.46,A,29.9,86.55,High,94,86.25
Rahul,Jones,STU04568,Male,20,Engineering,50.07,44.75,43.62,63.24,93.4,2.45,C,28.9,61.25,Medium,63,77.62
Anjali,Davis,STU04569,Female,19,Engineering,81.49,91.06,62.15,82.76,87.89,3.24,A,19.7,80.97,High,100,77.72
Emma,Kumar,STU04570,Female,24,CS,54.71,78.3,68.35,91.2,67.52,3.05,B,7.6,76.34,Low,47,67.05
Rohit,Davis,STU04571,Female,19,Engineering,70.14,45.54,49.4,71.52,77.9,2.44,C,29.6,61.09,Medium,63,43.06
Emma,Williams,STU04572,Male,21,Commerce,94.01,44.97,44.33,46.8,48.1,1.84,F,24.4,46.05,Medium,74,87.76
Isha,Smith,STU04573,Female,20,Business,90.57,37.15,67.04,54.32,65.66,2.24,D,15.1,56.04,High,99,60.86
Raj,Jones,STU04574,Female,18,CS,58.12,39.63,73.01,63.12,47.17,2.23,D,12.6,55.73,High,86,54.02
Anjali,Brown,STU04575,Male,18,CS,51.62,85.04,54.12,44.34,49.4,2.33,D,23.7,58.23,Medium,79,77.93
Omar,Smith,STU04576,Male,19,Engineering,95.26,85.57,95.71,55.22,40.76,2.77,C,19.5,69.31,Medium,61,95.76
Rahul,Davis,STU04577,Female,24,Mathematics,93.53,99.14,75.37,41.49,85.55,3.02,B,31.7,75.39,Medium,68,52.93
Aman,Singh,STU04578,Female,22,Physics,54.85,92.39,46.72,90.49,83.66,3.13,B,13.1,78.31,Medium,54,65.93
Divya,Yadav,STU04579,Male,24,Business,87.95,62.6,41.63,57.66,42.63,2.05,D,7.3,51.13,Medium,64,44.5
Deepa,Davis,STU04580,Male,18,Commerce,97.45,50.4,51.4,66.09,96.7,2.65,C,27.6,66.15,Medium,76,72.97
Rohit,Verma,STU04581,Female,23,Commerce,59.32,41.74,86.7,49.28,78.54,2.56,C,29.1,64.06,Low,33,54.0
Rahul,Sharma,STU04582,Female,20,Physics,99.05,84.42,76.75,70.37,57.63,2.89,B,20.0,72.29,Medium,73,87.76
Simran,Davis,STU04583,Male,21,Business,67.93,35.78,72.78,45.33,50,2.04,D,28.6,50.97,Low,32,58.25
Pooja,Yadav,STU04584,Female,21,Business,79.04,85.37,45.8,98.56,55.95,2.86,B,17.9,71.42,Medium,57,60.38
Isha,Johnson,STU04585,Male,19,Business,82.36,57.85,50.22,70.14,70.73,2.49,C,29.0,62.23,Medium,73,45.62
Imran,Yadav,STU04586,Female,19,Business,91.22,95.21,76.83,43.39,55.03,2.7,C,32.2,67.62,Low,43,85.53
Meera,Smith,STU04587,Female,20,Mathematics,63.49,70.47,68.74,99.81,46.74,2.86,B,23.9,71.44,High,90,55.39
Omar,Davis,STU04588,Female,20,Mathematics,65.73,47.72,80.91,40.25,76.21,2.45,C,6.9,61.27,Medium,75,76.27
Priya,Yadav,STU04589,Female,20,Commerce,57.18,63.94,93.25,84.15,45.32,2.87,B,21.8,71.67,High,87,56.07
Neha,Johnson,STU04590,Female,19,Physics,52.94,91.88,60.2,68.2,63.52,2.84,B,10.0,70.95,High,92,80.57
Liam,Davis,STU04591,Female,19,AI & ML,91.25,80.1,79.53,62.76,70.2,2.93,B,9.1,73.15,High,91,94.57
Raj,Brown,STU04592,Female,20,Engineering,93.88,57.52,41.5,97.46,51.36,2.48,C,7.1,61.96,Medium,66,55.0
Rahul,Verma,STU04593,Male,20,AI & ML,59.86,66.25,53.37,84.64,39.15,2.43,C,30.9,60.85,Medium,79,65.42
Rakesh,Patel,STU04594,Female,23,Commerce,78.85,95.71,81.75,46.45,95.97,3.2,B,27.9,79.97,High,81,49.42
John,Davis,STU04595,Male,18,Engineering,57.23,35.64,83.04,44.62,72.54,2.36,D,33.5,58.96,High,100,57.1
Rohit,Kumar,STU04596,Male,18,Physics,75.8,35.14,88.78,62.56,52.97,2.39,D,15.9,59.86,Medium,70,98.59
Meera,Sharma,STU04597,Female,21,CS,90.02,86.17,44.66,84.03,70.42,2.85,B,19.0,71.32,High,85,92.72
Isha,Singh,STU04598,Male,22,Mathematics,86.78,78.61,77.76,90.91,69.98,3.17,B,17.7,79.31,Medium,62,42.33
Arjun,Patel,STU04599,Female,23,Engineering,62.32,38.24,98.41,59.69,83.66,2.8,B,10.1,70.0,Medium,73,70.78
Omar,Smith,STU04600,Male,21,CS,81.08,97.16,56.67,98.91,86.77,3.4,A,19.9,84.88,High,93,74.12
Emma,Kumar,STU04601,Male,23,Business,82.14,40.6,69.64,49.77,98.21,2.58,C,5.3,64.56,Medium,70,46.64
Maria,Johnson,STU04602,Female,22,Physics,82.39,72.77,92.42,91.11,75.65,3.32,A,29.9,82.99,High,88,66.93
Rakesh,Patel,STU04603,Male,18,AI & ML,93.93,36.69,91.3,68.4,88.31,2.85,B,17.4,71.17,High,91,99.86
Sneha,Brown,STU04604,Female,22,Engineering,90.09,36.3,99.84,75.69,82.56,2.94,B,9.1,73.6,High,87,45.98
Imran,Singh,STU04605,Female,22,AI & ML,64.93,52.42,67.68,98.43,84.09,3.03,B,8.9,75.66,Medium,65,85.28
Pooja,Brown,STU04606,Male,21,Physics,63.01,49.84,96.92,76.2,82.12,3.05,B,8.9,76.27,High,91,56.73
Simran,Johnson,STU04607,Male,24,CS,51.82,83.49,85.62,85.36,74.8,3.29,A,9.5,82.32,Medium,72,87.47
Emma,Smith,STU04608,Female,24,CS,62.93,42.83,68.47,58.85,36.56,2.07,D,15.5,51.68,High,88,83.21
Deepa,Singh,STU04609,Female,19,CS,75.92,98.19,55.28,58.08,50.34,2.62,C,9.0,65.47,Medium,62,41.52
Sara,Yadav,STU04610,Male,23,Commerce,99.2,94.13,89.21,66.33,99.02,3.49,A,33.3,87.17,High,81,44.93
Rakesh,Davis,STU04611,Female,19,Physics,96.81,68.25,40.3,44.4,54.78,2.08,D,22.4,51.93,High,89,85.61
Meera,Smith,STU04612,Female,20,Physics,68.37,55.53,67.59,45.44,58.86,2.27,D,7.5,56.86,Medium,59,85.31
Kabir,Johnson,STU04613,Male,21,Commerce,68.09,43.37,67.6,85.6,76.23,2.73,C,29.4,68.2,Medium,67,97.43
Ali,Jones,STU04614,Male,22,Commerce,75.2,38.79,76.39,98.07,47.63,2.61,C,22.2,65.22,High,90,76.38
Ravi,Patel,STU04615,Female,19,CS,62.71,72.12,45.94,78.84,67.68,2.65,C,14.6,66.15,High,98,58.62
Aman,Smith,STU04616,Male,18,AI & ML,53.01,91.85,82.4,82.99,90.68,3.48,A,32.5,86.98,Medium,61,90.72
Meera,Smith,STU04617,Male,19,Mathematics,76.25,46.53,96.48,48.87,63.88,2.56,C,25.2,63.94,High,100,56.87
John,Verma,STU04618,Male,22,Commerce,50.28,36.44,87.78,95.98,87.86,3.08,B,11.5,77.02,Medium,62,44.18
Pooja,Patel,STU04619,Male,22,CS,59.67,36.22,75.08,67.62,98.22,2.77,C,29.1,69.28,High,89,87.03
Ravi,Kumar,STU04620,Male,18,Commerce,87.09,36.96,87.33,41.52,69.84,2.36,D,32.2,58.91,Low,28,40.2
